team_id,team_name_x,player,PTS
258,Virginia Cavaliers,Elijah Gertrude,1.7058823529411764
258,Virginia Cavaliers,Jacari White,8.758620689655173
258,Virginia Cavaliers,Johann Grunloh,7.235294117647059
258,Virginia Cavaliers,Malik Thomas,12.441176470588236
258,Virginia Cavaliers,Martin Carrere,0.75
258,Virginia Cavaliers,Owen Odom,0.36363636363636365
258,Virginia Cavaliers,Sam Lewis,10.764705882352942
258,Virginia Cavaliers,Thijs De Ridder,15.529411764705882
258,Virginia Cavaliers,Ugonna Onyenso,6.705882352941177
275,Wisconsin Badgers,Aleksas Bieliauskas,4.970588235294118
275,Wisconsin Badgers,Andrew Rohde,5.7272727272727275
275,Wisconsin Badgers,Austin Rapp,9.620689655172415
275,Wisconsin Badgers,Braeden Carrington,8.363636363636363
275,Wisconsin Badgers,Hayden Jones,1.6666666666666667
275,Wisconsin Badgers,Isaac Gard,0.7857142857142857
275,Wisconsin Badgers,Jack Janicki,2.230769230769231
275,Wisconsin Badgers,Jack Robison,1.0
275,Wisconsin Badgers,John Blackwell,19.03030303030303
275,Wisconsin Badgers,Nick Boyd,20.558823529411764
275,Wisconsin Badgers,Nolan Winter,13.266666666666667
275,Wisconsin Badgers,Riccardo Greppi,0.0
275,Wisconsin Badgers,Will Garlock,1.0666666666666667
275,Wisconsin Badgers,Zach Kinziger,1.3125
328,Utah State Aggies,Adlan Elamin,6.34375
328,Utah State Aggies,Drake Allen,7.84375
328,Utah State Aggies,Elijah Perryman,4.424242424242424
328,Utah State Aggies,Garry Clark,6.606060606060606
328,Utah State Aggies,Jordy Barnes,0.5
328,Utah State Aggies,Karson Templin,9.090909090909092
328,Utah State Aggies,Kolby King,7.393939393939394
328,Utah State Aggies,Luke Kearney,1.8181818181818181
328,Utah State Aggies,MJ Collins Jr.,17.424242424242426
328,Utah State Aggies,Mason Falslev,16.272727272727273
328,Utah State Aggies,Tucker Anderson,3.2083333333333335
328,Utah State Aggies,Zach Keller,3.484848484848485
333,Alabama Crimson Tide,Aden Holloway,16.821428571428573
333,Alabama Crimson Tide,Aiden Sherrell,11.096774193548388
