rnd,game_id,team_id,team_name,home_away_indictor,opp_id,opp_name,player,MIN,PTS,FGM,FGA,TREY_M,TREY_A,FTM,FTA,REB,AST,TO,STL,BLK,OREB,DREB,PF
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Biko Johnson,29,8,3,11,2,8,0,1,6,2,1,1,0,0,6,3
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Kolton Mitchell,30,14,4,7,3,6,3,4,3,1,1,2,2,1,2,2
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Isaiah Brickner,28,4,1,9,0,3,2,3,3,2,3,1,1,0,3,0
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Ewan Steele,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Seth Joba,11,0,0,4,0,3,0,0,1,1,0,0,1,0,1,1
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Miles Klapper,7,2,1,2,0,1,0,0,3,0,0,0,0,1,2,0
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Jack Payne,9,3,1,4,1,4,0,0,0,0,0,0,0,0,0,0
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Trevon Blassingame,21,8,3,6,0,1,2,2,3,0,3,0,0,1,2,3
1,401856493,70,Idaho Vandals,0,-1,UNKNOWN,Aidan Sevilla,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Chris Cenac Jr.,25,7,2,4,1,2,2,2,18,0,0,1,0,1,17,2
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Joseph Tugler,25,13,5,13,0,0,3,4,4,0,0,1,1,1,3,1
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Kingston Flemings,27,18,8,12,0,0,2,2,6,4,2,2,0,0,6,2
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Milos Uzan,33,12,5,13,2,6,0,0,3,3,1,0,0,0,3,1
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Emanuel Sharp,22,16,6,7,3,3,1,1,4,2,1,1,0,0,4,3
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Kalifa Sakho,12,0,0,0,0,0,0,1,3,0,0,0,0,3,0,1
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Chase McCarty,15,2,1,2,0,1,0,0,3,0,0,0,0,0,3,2
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Cedric Lath,3,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Isiah Harwell,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Mercy Miller,24,10,4,9,2,3,0,1,1,0,1,1,0,0,1,2
1,401856493,248,Houston Cougars,1,70,Idaho Vandals,Ramon Walker Jr.,11,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Elijah Mahi,39,20,7,16,4,8,2,2,5,2,1,1,0,0,5,3
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Bukky Oboye,17,6,3,4,0,1,0,0,2,0,3,1,1,0,2,4
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Christian Hammond,41,9,3,11,1,5,2,3,5,4,2,2,0,0,5,2
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Jake Ensminger,42,14,5,8,2,3,2,2,8,2,0,3,0,5,3,2
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Brenton Knapper,13,2,1,5,0,1,0,0,0,1,0,0,0,0,0,0
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Allen Graves,27,17,5,12,1,3,6,6,7,1,0,0,1,4,3,3
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Sash Gavalyugov,32,16,6,16,4,11,0,0,6,5,0,0,0,0,6,3
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,KJ Cochran,5,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2
1,401856525,2541,Santa Clara Broncos,0,-1,UNKNOWN,Thierry Darlan,7,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Andrija Jelavic,13,0,0,1,0,0,0,0,7,3,0,0,0,2,5,0
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Malachi Moreno,20,3,1,2,0,0,1,2,6,1,3,0,0,3,3,3
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Collin Chandler,42,5,2,10,1,9,0,0,2,5,0,2,1,0,2,1
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Otega Oweh,43,35,11,24,3,8,10,12,8,7,2,1,1,1,7,2
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Denzel Aberdeen,38,16,6,11,4,8,0,0,1,1,1,0,0,0,1,2
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Mouhamed Dioubate,32,17,6,8,1,2,4,4,8,1,2,1,3,0,8,3
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Brandon Garrison,25,10,5,6,0,0,0,3,7,1,3,0,6,2,5,5
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Jasper Johnson,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,401856525,96,Kentucky Wildcats,1,2541,Santa Clara Broncos,Kam Williams,10,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Amani Lyles,32,26,8,14,2,6,8,10,3,2,2,2,2,1,2,3
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Zach Halligan,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Tavari Johnson,30,4,2,10,0,0,0,0,1,6,3,0,0,0,1,1
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Evan Mahaffey,35,8,4,10,0,2,0,0,6,2,0,2,1,2,4,3
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Bowen Hardman,21,0,0,2,0,2,0,0,1,0,0,0,0,0,1,0
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Eric Mahaffey,18,8,2,3,0,1,4,4,4,0,1,1,1,2,2,4
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Sharron Young,19,4,1,6,0,3,2,2,0,1,0,0,0,0,0,1
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Marvin Musiime-Kamali,4,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0
1,401856520,2006,Akron Zips,0,-1,UNKNOWN,Shammah Scott,33,20,8,13,3,5,1,2,0,1,3,0,0,0,0,0
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,LeJuan Watts,25,14,6,8,0,1,2,5,6,2,4,0,0,0,6,5
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Luke Bamgboye,14,2,1,2,0,0,0,0,6,0,0,0,1,0,6,4
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Jaylen Petty,38,24,9,14,5,7,1,2,3,4,2,1,0,1,2,1
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Donovan Atwell,35,15,5,8,4,6,1,2,2,3,1,1,0,0,2,2
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Christian Anderson,39,18,6,12,2,6,4,4,4,5,2,4,0,0,4,0
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Josiah Moseley,25,16,7,8,0,0,2,4,4,1,1,1,4,3,1,3
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Nolan Groves,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Leon Horner,1,2,0,0,0,0,2,2,1,0,0,0,0,1,0,0
1,401856520,2641,Texas Tech Red Raiders,1,2006,Akron Zips,Tyeree Bryan,20,0,0,0,0,0,0,0,2,2,0,2,0,1,1,0
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Shadrak Lasu,15,4,1,5,1,4,1,2,3,0,0,0,0,3,0,3
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Jomo Goings,31,4,1,11,0,4,2,2,3,3,0,1,0,3,0,1
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Greg Gordon,38,12,6,11,0,0,0,2,3,3,4,1,0,1,2,2
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Malachi Davis,23,2,1,9,0,2,0,0,4,3,1,0,0,1,3,2
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Jamal Fuller,33,11,4,12,2,7,1,1,5,3,3,2,1,0,5,4
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Mason Porter-Brown,28,15,5,13,4,8,1,2,3,0,0,1,1,1,2,2
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Xinyi Li,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Caleb Johnson,15,7,3,4,0,1,1,1,3,0,0,1,2,0,3,5
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Isaiah Miranda,9,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Max Ndlovu-Fraser,3,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Eddie Munyak,1,3,1,1,1,1,0,0,1,0,0,0,0,0,1,0
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,Tre'shawn Sheppard,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
1,401856529,112358,Long Island University Sharks,0,-1,UNKNOWN,A.J. Neal Jr.,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Ivan Kharchenkov,26,14,5,7,1,2,3,6,10,2,2,0,0,3,7,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Koa Peat,28,15,5,12,0,0,5,6,7,2,2,0,1,3,4,2
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Motiejus Krivas,22,9,2,3,0,0,5,8,7,2,2,0,4,3,4,3
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Brayden Burries,28,18,6,10,4,5,2,2,5,2,2,0,1,0,5,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Jaden Bradley,23,7,3,5,1,2,0,0,5,4,1,3,1,0,5,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Sidi Gueye,7,4,2,2,0,0,0,0,2,0,0,0,2,1,1,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Dwayne Aristode,15,4,2,4,0,0,0,3,4,1,0,0,1,2,2,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Tobe Awaka,18,11,5,9,0,1,1,2,8,1,1,0,0,3,5,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Sven Djopmo,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Jackson Cook,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Anthony Dell'Orso,22,8,2,5,0,2,4,4,1,2,0,1,0,0,1,0
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Jackson Francois,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Addison Arnold,4,2,0,1,0,0,2,2,1,0,0,0,0,0,1,1
1,401856529,12,Arizona Wildcats,1,112358,Long Island University Sharks,Evan Nelson,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Kellen Pickett,33,2,0,3,0,2,2,2,5,0,0,1,0,2,3,1
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Michael Imariagbe,29,19,7,12,5,9,0,0,10,1,2,0,2,3,7,3
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Dominic Pangonis,17,5,1,4,1,2,2,2,0,1,0,0,0,0,0,1
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,TJ Burch,32,15,6,15,2,5,1,1,2,6,3,5,0,1,1,4
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Solomon Callaghan,28,18,5,8,4,6,4,4,2,1,1,1,0,0,2,2
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Andrea Holden,12,1,0,1,0,1,1,2,2,0,0,0,2,0,2,1
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Michael Cooper,34,13,6,18,1,6,0,0,0,1,1,1,0,0,0,0
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Logan Woods,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,401856526,2750,Wright State Raiders,0,-1,UNKNOWN,Sam Alamutu,5,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Thijs De Ridder,29,10,3,8,1,3,3,4,6,2,2,0,0,1,5,1
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Johann Grunloh,20,8,3,4,0,0,2,2,7,0,1,0,3,2,5,0
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Sam Lewis,29,12,4,9,2,4,2,2,4,2,3,2,0,1,3,2
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Dallin Hall,27,8,1,2,0,1,6,6,3,3,2,1,0,1,2,3
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Malik Thomas,21,11,4,10,3,6,0,0,3,0,3,0,0,2,1,2
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Devin Tillis,11,3,1,3,1,2,0,0,1,2,0,0,0,0,1,0
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Ugonna Onyenso,20,2,1,2,0,1,0,0,3,2,0,0,2,0,3,0
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Chance Mallory,19,2,1,4,0,1,0,0,2,0,1,0,0,0,2,1
1,401856526,258,Virginia Cavaliers,1,2750,Wright State Raiders,Jacari White,24,26,10,12,6,8,0,0,3,1,0,1,0,0,3,1
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Antoine Lorick III,31,20,9,15,2,4,0,0,8,2,1,1,3,5,3,3
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Jalen Pitre,29,3,1,3,0,0,1,2,8,1,2,0,2,3,5,4
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Travis Harper II,35,13,4,13,0,5,5,6,0,3,2,3,0,0,0,2
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Aaron Nkrumah,31,21,7,15,2,6,5,7,6,3,3,1,3,2,4,2
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Dante Harris,37,11,5,14,0,2,1,2,1,4,2,2,0,0,1,3
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Kavien Jones,4,0,0,0,0,0,0,0,1,0,2,0,0,0,1,2
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,JC Brooks,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Carlous Williams,13,0,0,1,0,1,0,0,0,0,1,1,1,0,0,2
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Alex Garcia,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Jabrion Spikes,10,2,1,2,0,1,0,0,2,0,2,0,0,0,2,3
1,401856524,2634,Tennessee State Tigers,0,-1,UNKNOWN,Damon Howard Jr.,4,3,1,2,1,2,0,0,1,1,0,0,0,0,1,0
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Blake Buchanan,27,11,5,9,0,0,1,2,7,8,1,3,2,3,4,1
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Joshua Jefferson,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Milan Momcilovic,34,17,6,11,3,7,2,2,4,2,0,0,2,0,4,0
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Killyan Toure,30,25,8,12,2,3,7,8,11,6,6,0,0,8,3,1
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Tamin Lipsey,18,3,1,6,0,1,1,2,2,2,1,3,0,2,0,4
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Dominykas Pleta,12,9,3,3,0,0,3,4,3,2,0,0,0,1,2,4
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Eric Mulder,3,2,1,1,0,0,0,0,3,0,0,0,0,1,2,0
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Anthony Rise,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Dominick Nelson,19,9,2,6,0,1,5,5,2,1,1,1,1,0,2,2
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Jamarion Batemon,24,8,3,10,2,7,0,0,0,0,1,1,0,0,0,2
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Cade Kelderman,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,401856524,66,Iowa State Cyclones,1,2634,Tennessee State Tigers,Nate Heise,27,22,8,13,4,5,2,4,4,3,1,1,0,0,4,3
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Joshua DeCady,20,2,1,2,0,0,0,0,3,0,2,0,0,1,2,3
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Silas Sunday,22,0,0,3,0,0,0,0,3,0,0,0,0,2,1,1
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Preston Edmead,40,24,9,25,6,13,0,0,4,4,4,1,0,0,4,0
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Cruz Davis,40,14,6,17,1,2,1,1,2,6,2,1,0,0,2,2
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,German Plotnikov,35,12,5,8,2,4,0,0,2,0,2,1,1,1,1,2
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Victory Onuetu,18,4,2,4,0,0,0,0,9,2,1,2,2,3,6,5
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Biggie Patterson,19,11,4,9,1,4,2,4,6,0,0,1,0,3,3,1
1,401856521,2275,Hofstra Pride,0,-1,UNKNOWN,Joshua Aaron Reaves,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,London Jemison,21,6,3,5,0,2,0,0,4,0,0,2,1,0,4,3
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Amari Allen,32,11,4,8,1,4,2,3,5,4,0,0,0,2,3,1
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Aiden Sherrell,30,15,4,12,2,6,5,6,15,1,1,1,2,9,6,1
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Labaron Philon Jr.,36,29,10,18,3,7,6,7,8,7,5,3,0,2,6,2
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Latrell Wrightsell,29,11,4,11,2,8,1,2,4,1,2,0,0,0,4,3
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Jacob Martin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Taylor Bol Bowen,21,15,6,9,3,5,0,1,2,0,0,0,3,1,1,0
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Noah Williamson,4,3,1,1,1,1,0,0,1,0,1,0,0,0,1,1
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Jalil Bethea,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Houston Mallette,20,0,0,2,0,2,0,0,1,1,0,0,0,0,1,2
1,401856521,333,Alabama Crimson Tide,1,2275,Hofstra Pride,Preston Murphy Jr.,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Adlan Elamin,30,13,4,8,0,4,5,5,7,3,3,0,0,1,6,3
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Zach Keller,12,4,1,1,0,0,2,2,1,1,0,0,0,0,1,2
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Mason Falslev,35,22,9,16,0,3,4,5,7,4,2,0,0,1,6,1
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Drake Allen,34,11,3,6,1,3,4,6,3,6,0,3,0,0,3,3
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,MJ Collins Jr.,36,20,7,12,1,4,5,10,4,1,1,1,0,0,4,1
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Karson Templin,24,4,1,3,0,1,2,2,5,0,0,0,0,4,1,2
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Garry Clark,15,7,2,2,0,0,3,4,4,0,1,0,0,2,2,0
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Elijah Perryman,6,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0
1,401856528,328,Utah State Aggies,0,-1,UNKNOWN,Kolby King,9,5,1,3,0,1,3,3,2,2,0,0,0,0,2,2
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Duke Brennan,34,15,6,9,0,0,3,8,8,1,2,1,0,7,1,3
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Malachi Palmer,21,11,4,6,3,5,0,0,2,1,1,1,0,1,1,4
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Tyler Perkins,38,15,5,13,3,7,2,2,5,2,0,1,0,0,5,2
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Bryce Lindsay,37,25,9,18,6,11,1,3,3,3,1,1,0,1,2,3
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Acaden Lewis,37,7,3,12,1,4,0,0,2,8,3,1,0,1,1,2
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Braden Pierce,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Chris Jeffrey,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,401856528,222,Villanova Wildcats,1,328,Utah State Aggies,Devin Askew,24,3,1,4,1,3,0,0,3,1,1,1,0,0,3,4
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Antwone Woolfolk,27,3,1,2,1,2,0,2,3,1,1,2,2,1,2,3
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Brant Byers,38,9,3,12,1,6,2,2,6,0,1,1,1,1,5,4
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Peter Suder,33,27,7,12,4,7,9,10,2,2,3,0,0,1,1,4
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Luke Skaljac,25,4,2,4,0,1,0,0,1,3,3,2,0,0,1,0
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Eian Elmer,30,4,2,10,0,7,0,0,5,1,2,2,0,2,3,1
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Almar Atlason,15,3,1,4,1,4,0,0,2,1,0,1,0,1,1,1
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Justin Kirby,15,2,1,4,0,2,0,0,2,0,1,0,0,1,1,0
1,401856527,193,Miami (OH) RedHawks,0,-1,UNKNOWN,Trey Perry,17,4,2,6,0,0,0,0,1,0,0,0,0,1,0,1
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Nate Ament,18,0,0,3,0,1,0,0,3,1,3,0,1,1,2,0
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Felix Okpara,29,12,5,5,0,0,2,2,5,1,1,0,1,1,4,3
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,J.P. Estrella,28,14,7,12,0,0,0,2,10,1,2,2,0,5,5,1
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Ja'Kobi Gillespie,36,29,11,21,6,11,1,1,3,9,3,3,0,0,3,3
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Bishop Boswell,22,5,1,3,1,3,2,2,2,3,4,0,0,1,1,4
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,DeWayne Brown II,8,5,2,4,0,0,1,1,2,0,1,0,0,0,2,0
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Jaylen Carey,6,0,0,1,0,0,0,0,2,1,0,0,0,0,2,0
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Ethan Burg,23,7,2,3,2,3,1,2,1,1,0,0,0,0,1,2
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Clarence Massamba,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,401856527,2633,Tennessee Volunteers,1,193,Miami (OH) RedHawks,Amari Evans,26,6,3,7,0,2,0,0,5,2,0,0,0,1,4,1
